Enumeration_Code,Enumeration_Code_SDMX,Enumeration_Code2,Enumeration_Name,isAttribute,EnumerationValue_Code,EnumerationValue_Code_SDMX,EnumerationValue_Code2,EnumerationValue_Name,EnumerationValue_Type
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C94,C94,C94,C94,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C95,C95,C95,C95,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C96,C96,C96,C96,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C97,C97,C97,C97,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C98,C98,C98,C98,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C99,C99,C99,C99,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C100,C100,C100,C100,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C101,C101,C101,C101,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C102,C102,C102,C102,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C103,C103,C103,C103,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C104,C104,C104,C104,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C105,C105,C105,C105,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C106,C106,C106,C106,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C107,C107,C107,C107,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C108,C108,C108,C108,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C109,C109,C109,C109,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C110,C110,C110,C110,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C111,C111,C111,C111,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C112,C112,C112,C112,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C113,C113,C113,C113,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C114,C114,C114,C114,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C115,C115,C115,C115,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C116,C116,C116,C116,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C117,C117,C117,C117,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C118,C118,C118,C118,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C119,C119,C119,C119,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C120,C120,C120,C120,string
